,id,username,displayname,location,created,followersCount,friendsCount,url,verified,geotext,city,country
501,1302841365139795969,Heartwarrior24,Dionne Sanchez,,2020-09-07T05:29:44+00:00,1004,2125,https://twitter.com/Heartwarrior24,False,<geotext.geotext.GeoText object at 0x7f4bdcae7be0>,,
502,1333248272874545153,BallsyHistory,Ballsy History,,2020-11-30T03:15:57+00:00,691,1809,https://twitter.com/BallsyHistory,False,<geotext.geotext.GeoText object at 0x7f4bdcae7700>,,
520,84500512,sparker34621,Sean Parker 🇺🇸,"Nashville, TN",2009-10-23T03:59:00+00:00,330,403,https://twitter.com/sparker34621,False,<geotext.geotext.GeoText object at 0x7f4bdcae7fd0>,Nashville,United States
521,18607132,Audible_Feast,Audible Feast,"Texas, USA",2009-01-04T18:04:22+00:00,4239,3674,https://twitter.com/Audible_Feast,False,<geotext.geotext.GeoText object at 0x7f4bdcae7f70>,Texas,United States
524,1294786298570571777,Tots420,Thoughts Off The Stem Podcast,Canada,2020-08-16T00:01:38+00:00,248,198,https://twitter.com/Tots420,False,<geotext.geotext.GeoText object at 0x7f4bdcae7910>,,Canada
526,1262533725700620299,sigmoncinema,E. Sigmon,"Texas, USA",2020-05-19T00:03:54+00:00,162,185,https://twitter.com/sigmoncinema,False,<geotext.geotext.GeoText object at 0x7f4bdcae76a0>,Texas,United States
532,1252958519000776704,TMIWPod,Tell Me I'm Wrong,"Kentucky, USA",2020-04-22T13:54:07+00:00,268,707,https://twitter.com/TMIWPod,False,<geotext.geotext.GeoText object at 0x7f4bdcae70d0>,,United States
534,2336679762,MyCastReviews,My Podcast Reviews,"Cincinnati, OH",2014-02-10T13:25:27+00:00,651,373,https://twitter.com/MyCastReviews,False,<geotext.geotext.GeoText object at 0x7f4bdcae7250>,Cincinnati,United States
548,1040055324265406465,RoleLessTaken,Roulette's Littlest Plague Doctor and Friends,Most tweets by Grahame. He/Him,2018-09-13T01:51:27+00:00,833,1334,https://twitter.com/RoleLessTaken,False,<geotext.geotext.GeoText object at 0x7f4bdcae71f0>,Most,
549,3336,vimoh,Vimoh ⚡,Republic of India,2006-07-28T17:34:24+00:00,23871,3910,https://twitter.com/vimoh,False,<geotext.geotext.GeoText object at 0x7f4bdcae74f0>,,India
550,1179028705785651201,Planthropology_,🌻 ☀️Planthropology🌤️🌼,"Lubbock, TX",2019-10-01T13:42:11+00:00,1925,1373,https://twitter.com/Planthropology_,False,<geotext.geotext.GeoText object at 0x7f4bdcae7550>,Lubbock,United States
561,21790046,w3consulting,Ray Sidney-Smith,DC / VA / NYC / PGH,2009-02-24T19:59:38+00:00,1508,1316,https://twitter.com/w3consulting,False,<geotext.geotext.GeoText object at 0x7f4bdcae7520>,,United States
570,1244803772276191232,smalltalks17,🎙 Small talks (at midnight) podcast,,2020-03-31T01:48:59+00:00,99,101,https://twitter.com/smalltalks17,False,<geotext.geotext.GeoText object at 0x7f4bdcae7670>,,
571,1196589794953809921,AFictionalHubb1,A_Fictional_Hubbard,SoCal,2019-11-19T00:43:45+00:00,5935,5089,https://twitter.com/AFictionalHubb1,False,<geotext.geotext.GeoText object at 0x7f4bdcae7640>,,
577,1300747956337991681,TIDRPodshow,The Insanely Dangerous Retro Podshow,"Southampton, England",2020-09-01T10:51:12+00:00,4665,4670,https://twitter.com/TIDRPodshow,False,<geotext.geotext.GeoText object at 0x7f4bdcae7940>,Southampton,United Kingdom
578,999768563241005056,Podhero,Podhero,"San Francisco, CA",2018-05-24T21:46:15+00:00,800,604,https://twitter.com/Podhero,False,<geotext.geotext.GeoText object at 0x7f4bdcae7970>,San Francisco,United States
579,1278751654502948865,_JustAddDragons,Just Add Dragons Podcast 🐉,"Manchester, Greater Manchester",2020-07-02T18:06:13+00:00,215,474,https://twitter.com/_JustAddDragons,False,<geotext.geotext.GeoText object at 0x7f4bdcae7a30>,Manchester,United Kingdom
581,4753475722,Conor_The_Geek,"Conor Bredin Words:22,361/75,000",Right pocket,2016-01-09T10:19:58+00:00,2079,1294,https://twitter.com/Conor_The_Geek,False,<geotext.geotext.GeoText object at 0x7f4bdcae7bb0>,,
582,1362647221594779651,jar_roger,Roger Nairn 🎧,"Vancouver, British Columbia",2021-02-19T06:18:00+00:00,280,608,https://twitter.com/jar_roger,False,<geotext.geotext.GeoText object at 0x7f4bdcae7b80>,Vancouver,Canada
583,806252337467490305,SquadCastFM,SquadCast.fm,"California, USA",2016-12-06T21:41:51+00:00,3513,953,https://twitter.com/SquadCastFM,False,<geotext.geotext.GeoText object at 0x7f4bdcae7c10>,,United States
584,1039683168171745280,ToneDeafMusical,Tone Deaf: A Theatre Nerd's Guide for their Spouse,"Utah, USA",2018-09-12T01:12:38+00:00,954,1199,https://twitter.com/ToneDeafMusical,False,<geotext.geotext.GeoText object at 0x7f4bdcae7ca0>,,United States
588,1359697858744745986,PlaylistWars,Playlist Wars 👊🏼,"New Jersey, USA",2021-02-11T02:57:01+00:00,1314,1316,https://twitter.com/PlaylistWars,False,<geotext.geotext.GeoText object at 0x7f4bdcae7e80>,,United Kingdom
590,907114025116454912,malene_gitte,Gitte Malene Jensen,Danmark,2017-09-11T05:30:11+00:00,742,584,https://twitter.com/malene_gitte,False,<geotext.geotext.GeoText object at 0x7f4bdcae7f10>,,
592,1049383180610887680,_joe_stone_,Joe Stone,PDX - LA - SEA - NYC,2018-10-08T19:37:01+00:00,346,1192,https://twitter.com/_joe_stone_,False,<geotext.geotext.GeoText object at 0x7f4bdcae7d60>,,United States
593,723174956754935809,DanielGoodson12,Daniel Goodson,Schweiz,2016-04-21T15:42:00+00:00,226,565,https://twitter.com/DanielGoodson12,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4c70>,,
594,3173435063,DelawareBlogger,𝓐𝓷𝓽𝓲𝓸𝓷𝓮𝓽𝓽𝓮 𝓑𝓵𝓪𝓴𝓮,"Smyrna, DE",2015-04-16T17:20:38+00:00,3501,5000,https://twitter.com/DelawareBlogger,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4940>,Smyrna,United States
596,258269286,garethsounds,Gareth Davies 🎶 ☕,Shepperton,2011-02-27T09:50:08+00:00,1324,1137,https://twitter.com/garethsounds,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4670>,,
599,1217561558148055041,NrdAlternative,The Nerd Alternative,,2020-01-15T21:38:35+00:00,1728,1764,https://twitter.com/NrdAlternative,False,<geotext.geotext.GeoText object at 0x7f4bdcaa43a0>,,
601,1217819737385816066,OSWpodcast1,🎬On Second Watch🎙Podcast,"Michigan, USA",2020-01-16T14:43:54+00:00,2528,2522,https://twitter.com/OSWpodcast1,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4160>,Michigan,United States
605,2161043102,wendyly74,Wendy Morrill,"Amsterdam, The Netherlands",2013-10-28T14:51:44+00:00,320,851,https://twitter.com/wendyly74,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4490>,Amsterdam,
615,2480248968,TSFTMpod,That Song From That Movie podcast,,2014-05-06T19:19:44+00:00,4774,3473,https://twitter.com/TSFTMpod,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4430>,,
616,883380281746575361,CasualBirderPod,Casual Birder Podcast,UK,2017-07-07T17:40:46+00:00,2699,2702,https://twitter.com/CasualBirderPod,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4e50>,,United Kingdom
639,1126837140548194304,firsttimetriers,First Time Triers,"London, England",2019-05-10T13:11:24+00:00,1393,2138,https://twitter.com/firsttimetriers,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4cd0>,London,United Kingdom
663,1224782558254243842,PersuadePod,Persuade You,,2020-02-04T19:51:41+00:00,77,30,https://twitter.com/PersuadePod,False,<geotext.geotext.GeoText object at 0x7f4bdcaa48e0>,,
679,1060553796986773504,tfyhpodcast,Time For Your Hobby Podcast,"Ottawa, Ontario",2018-11-08T15:25:04+00:00,685,748,https://twitter.com/tfyhpodcast,False,<geotext.geotext.GeoText object at 0x7f4bdcaa46d0>,OttawaOntario,Canada
694,1288142784990502915,GeopatsLanguage,Geopats Language,,2020-07-28T16:02:35+00:00,291,697,https://twitter.com/GeopatsLanguage,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4250>,,
710,1273806609706180608,StormClericJosh,Josh The GM,,2020-06-19T02:35:44+00:00,162,690,https://twitter.com/StormClericJosh,False,<geotext.geotext.GeoText object at 0x7f4bdcaa40a0>,,
714,42290868,LaydenRobinson,Layden Robinson,"San Diego, CA",2009-05-24T22:04:27+00:00,82880,91169,https://twitter.com/LaydenRobinson,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4100>,San Diego,United States
721,1329802414787088388,KidsWatching,"Kids, What Are We Watching Tonight?",,2020-11-20T15:04:58+00:00,596,491,https://twitter.com/KidsWatching,False,<geotext.geotext.GeoText object at 0x7f4bdcaa42e0>,,
725,177920251,willkee,William Kee,Canada,2010-08-13T11:57:16+00:00,460,1031,https://twitter.com/willkee,False,<geotext.geotext.GeoText object at 0x7f4bdcaa42b0>,,Canada
728,1277007537452146688,AcrossTheVeil,Across The Veil 🏳️‍🌈,,2020-06-27T22:35:12+00:00,962,1148,https://twitter.com/AcrossTheVeil,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4520>,,
730,1258921480714358785,AgentsofD,Agents of DAMNED,,2020-05-09T00:47:50+00:00,1052,954,https://twitter.com/AgentsofD,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4700>,,
732,475063338,deeechap,Deanna Chapman,,2012-01-26T17:02:45+00:00,809,798,https://twitter.com/deeechap,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4910>,,
741,481023474,TooToasted,Rackham The Dancing Bugbear,"Arizona, USA",2012-02-02T06:23:59+00:00,254,507,https://twitter.com/TooToasted,False,<geotext.geotext.GeoText object at 0x7f4bdcaa48b0>,,United States
742,161652095,coldcallers,Cold Callers Comedy,"London, England",2010-07-01T11:49:44+00:00,3014,2393,https://twitter.com/coldcallers,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4c40>,London,United Kingdom
748,1001146888052264961,WithGoodCo,WGC Productions,"Tampa, FL",2018-05-28T17:03:13+00:00,605,601,https://twitter.com/WithGoodCo,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4c10>,Tampa,United States
750,1355011084864909315,ItsTommyYu,Tommy Yu,,2021-01-29T04:33:20+00:00,55,38,https://twitter.com/ItsTommyYu,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4ee0>,,
757,733497989558239232,bbmediaindust1,BB Media Industries,"Phoenix, AZ",2016-05-20T03:22:03+00:00,201,634,https://twitter.com/bbmediaindust1,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4fd0>,Phoenix,United States
758,28219407,saxy15,Brooke Brown,"Phoenix, AZ",2009-04-01T22:56:59+00:00,2094,3035,https://twitter.com/saxy15,False,<geotext.geotext.GeoText object at 0x7f4bdcaa4eb0>,Phoenix,United States
762,1102037860583116800,DicePopuli,DicePopuli,The Badlands,2019-03-03T02:47:55+00:00,1934,1063,https://twitter.com/DicePopuli,False,<geotext.geotext.GeoText object at 0x7f4bdca5f580>,,
775,716786506405257216,agttimepod,AGT Time Podcast,,2016-04-04T00:36:35+00:00,68,210,https://twitter.com/agttimepod,False,<geotext.geotext.GeoText object at 0x7f4bdca5f430>,,
785,790400974628196356,AutumnTheAries,Youtubian @ #LitLifePodcast,"Atlanta, GA",2016-10-24T03:54:12+00:00,1969,1282,https://twitter.com/AutumnTheAries,False,<geotext.geotext.GeoText object at 0x7f4bdca5f280>,Atlanta,United States
788,29527542,liz_horowitz,Liz Horowitz,New York,2009-04-07T19:54:31+00:00,257,1246,https://twitter.com/liz_horowitz,False,<geotext.geotext.GeoText object at 0x7f4bdca5feb0>,New York,United States
789,1168577230911549440,nightmaretown18,NightmareTown Podcast,"Cookeville, TN",2019-09-02T17:32:49+00:00,64,120,https://twitter.com/nightmaretown18,False,<geotext.geotext.GeoText object at 0x7f4bdca5f880>,Cookeville,United States
792,1169488454071271424,1QPortion,🦋𝕆𝕟𝕖 ℚ𝕦𝕒𝕣𝕥𝕖𝕣 ℙ𝕠𝕣𝕥𝕚𝕠𝕟🦋,Jakku,2019-09-05T05:52:43+00:00,134,254,https://twitter.com/1QPortion,False,<geotext.geotext.GeoText object at 0x7f4bdca5faf0>,,
795,1138807970958008320,popculturebrews,Pop Culture Brews Podcast,"Colorado, USA",2019-06-12T13:59:13+00:00,963,1661,https://twitter.com/popculturebrews,False,<geotext.geotext.GeoText object at 0x7f4bdca5f940>,Colorado,United States
798,4850259013,BlackMeUpPodcst,🎙️✨Black Me Up Podcast ⬆️,"Seattle, WA",2016-02-02T17:35:20+00:00,1583,3688,https://twitter.com/BlackMeUpPodcst,False,<geotext.geotext.GeoText object at 0x7f4bdca5f2e0>,Seattle,United States
799,745445301847154688,TheophanyMedia,Theophany Media,"Oklahoma City, OK",2016-06-22T02:36:24+00:00,596,753,https://twitter.com/TheophanyMedia,False,<geotext.geotext.GeoText object at 0x7f4bdca5f100>,Oklahoma City,United States
800,1257793405259841542,MalevolentCast,𝗠𝗔𝗟𝗘𝗩𝗢𝗟𝗘𝗡𝗧,"𝐀𝐫𝐤𝐡𝐚𝐦, 𝐌𝐚𝐬𝐬.",2020-05-05T22:04:58+00:00,296,232,https://twitter.com/MalevolentCast,False,<geotext.geotext.GeoText object at 0x7f4bdca5f0d0>,,
801,1298614213364064258,AlanMcGill14,Alan McGill,,2020-08-26T13:32:29+00:00,711,681,https://twitter.com/AlanMcGill14,False,<geotext.geotext.GeoText object at 0x7f4bdca5f1f0>,,
802,1162203668550000640,DiceShame,Dice Shame 🎙,Canada,2019-08-16T03:25:30+00:00,1072,892,https://twitter.com/DiceShame,False,<geotext.geotext.GeoText object at 0x7f4bdca5f4c0>,,Canada
804,1732575464,JakeDoberenz,Jake Doberenz,"Oklahoma City, OK",2013-09-05T17:30:15+00:00,678,1499,https://twitter.com/JakeDoberenz,False,<geotext.geotext.GeoText object at 0x7f4bdca5f460>,Oklahoma City,United States
805,1292930559757492224,HHIBKHPodcast,Haunt Her? I Barely Know Her!,,2020-08-10T21:07:33+00:00,598,415,https://twitter.com/HHIBKHPodcast,False,<geotext.geotext.GeoText object at 0x7f4bdca5f700>,,
807,1090481217793916928,fanonballpod,fanonball!,"max: they/them, beth: she/they",2019-01-30T05:25:57+00:00,200,40,https://twitter.com/fanonballpod,False,<geotext.geotext.GeoText object at 0x7f4bdca5f790>,,
812,1318972658671783936,fireside_canada,Fireside Canada 🇨🇦,"BC, Canada / S'ólh Téméxw",2020-10-21T17:49:50+00:00,518,280,https://twitter.com/fireside_canada,False,<geotext.geotext.GeoText object at 0x7f4bdca5fb20>,,Canada
814,58314531,Dantendo64,Ding Dang Dan,,2009-07-19T22:41:09+00:00,947,1556,https://twitter.com/Dantendo64,False,<geotext.geotext.GeoText object at 0x7f4bdca5fd90>,,
815,1339570611287445506,GabbyScratch,Gabby & Scratch,,2020-12-17T13:58:30+00:00,63,467,https://twitter.com/GabbyScratch,False,<geotext.geotext.GeoText object at 0x7f4bdca5fdf0>,,
818,1267791299345813504,nosmallrolls,No Small Rolls,,2020-06-02T12:13:05+00:00,858,877,https://twitter.com/nosmallrolls,False,<geotext.geotext.GeoText object at 0x7f4bdca5fe80>,,
820,1101617456945287169,StarWarsSession,Star Wars Sessions Podcast,"Essex, UK",2019-03-01T22:57:23+00:00,1675,1808,https://twitter.com/StarWarsSession,False,<geotext.geotext.GeoText object at 0x7f4bdca5ff70>,Essex,United Kingdom
822,1328161584665952261,openthecabinet,The Cabinet of Dr. Mystery,Canada,2020-11-16T02:23:14+00:00,689,865,https://twitter.com/openthecabinet,False,<geotext.geotext.GeoText object at 0x7f4bdca5f9a0>,,Canada
825,1118738317842026497,CrypticPodcast,Cryptic Podcast,Tallmad,2019-04-18T04:49:34+00:00,738,1297,https://twitter.com/CrypticPodcast,False,<geotext.geotext.GeoText object at 0x7f4bdca1ce50>,,
828,1207711261187878914,WafflesMaple,WafflesMapleSyrup - Podcast & Stream,,2019-12-19T17:16:29+00:00,2219,972,https://twitter.com/WafflesMaple,False,<geotext.geotext.GeoText object at 0x7f4bdca1cd60>,,
829,1191909883534364673,ThePianoPod,The Piano Histories Podcast,,2019-11-06T02:49:18+00:00,231,425,https://twitter.com/ThePianoPod,False,<geotext.geotext.GeoText object at 0x7f4bdca1c1c0>,,
843,1245879326249291777,OblivionBarPod,The Oblivion Bar: A Nerd-Culture Podcast,The Grid,2020-04-03T01:02:53+00:00,7283,4325,https://twitter.com/OblivionBarPod,False,<geotext.geotext.GeoText object at 0x7f4bdca1cf10>,,
847,41737705,mistyphillip,Misty Phillip,"Texas, USA",2009-05-22T02:57:07+00:00,1999,1268,https://twitter.com/mistyphillip,False,<geotext.geotext.GeoText object at 0x7f4bdca1c1f0>,Texas,United States
848,1177015505410039808,sparkpodmedia,Spark Media,"Houston, TX",2019-09-26T00:22:26+00:00,181,208,https://twitter.com/sparkpodmedia,False,<geotext.geotext.GeoText object at 0x7f4bdca1c310>,Houston,United States
853,767816299103784960,fictoplasm,Ralph Lovegrove 💙,,2016-08-22T20:10:45+00:00,189,121,https://twitter.com/fictoplasm,False,<geotext.geotext.GeoText object at 0x7f4bdca1c4c0>,,
856,1290734921850519553,ufliminwblt,Unfiltered Limin` w/ BLT Podcast🎙,,2020-08-04T19:43:13+00:00,110,410,https://twitter.com/ufliminwblt,False,<geotext.geotext.GeoText object at 0x7f4bdca1c490>,,
857,1184841334768713729,lifeslice3,Lifeslice Podcast,Montréal,2019-10-17T14:39:29+00:00,112,217,https://twitter.com/lifeslice3,False,<geotext.geotext.GeoText object at 0x7f4bdca1c580>,Montréal,
864,1288475538722562052,BookingPod,PodBooking,,2020-07-29T14:04:50+00:00,294,412,https://twitter.com/BookingPod,False,<geotext.geotext.GeoText object at 0x7f4bdca1c730>,,
865,1226391372346855424,WeGetDubbed,WeGetDubbed Podcast,"Queens, NY",2020-02-09T06:25:14+00:00,970,1034,https://twitter.com/WeGetDubbed,False,<geotext.geotext.GeoText object at 0x7f4bdca1c820>,,United States
868,785506104360992768,the_smart_party,Gaz - The Smart Party RPG Podcast,,2016-10-10T15:43:44+00:00,1290,712,https://twitter.com/the_smart_party,False,<geotext.geotext.GeoText object at 0x7f4bdcde72e0>,,
878,1282529376337305600,GobletsandGays,👑 Goblets and Gays Podcast 👑,Fantasy Land,2020-07-13T04:16:54+00:00,1642,772,https://twitter.com/GobletsandGays,False,<geotext.geotext.GeoText object at 0x7f4c081215b0>,,
880,1290349300719837184,OddTroupe,TheOddTroupe,,2020-08-03T18:10:32+00:00,114,73,https://twitter.com/OddTroupe,False,<geotext.geotext.GeoText object at 0x7f4bdca1ca30>,,
884,760818219263328256,DrinkingwithJon,Jon Dispenza,North Carolina,2016-08-03T12:42:53+00:00,145,96,https://twitter.com/DrinkingwithJon,False,<geotext.geotext.GeoText object at 0x7f4bdca1cc10>,,United States
892,895090667159867392,GPVarietyHour,GenePoolVarietyHour,,2017-08-09T01:13:39+00:00,62,45,https://twitter.com/GPVarietyHour,False,<geotext.geotext.GeoText object at 0x7f4bdca1cf40>,,
897,21389716,MarkCockram,The Human Palindrome,England,2009-02-20T11:21:24+00:00,713,518,https://twitter.com/MarkCockram,False,<geotext.geotext.GeoText object at 0x7f4bdca1cf70>,,United Kingdom
952,4451071409,RyanSBrown411,Ryan Brown,"Nashville, TN",2015-12-11T18:28:54+00:00,149,623,https://twitter.com/RyanSBrown411,False,<geotext.geotext.GeoText object at 0x7f4bdca1c9a0>,Nashville,United States
953,3384850745,StaceysParlour,Stacey's Pop Culture Parlour 💙,"Birmingham, England",2015-07-20T19:24:16+00:00,2592,4269,https://twitter.com/StaceysParlour,False,<geotext.geotext.GeoText object at 0x7f4bdc9eaa30>,Birmingham,United Kingdom
954,1269971047656423430,KudzuKillerspod,Kudzu Killers Podcast,Texas US,2020-06-08T12:34:45+00:00,2756,1801,https://twitter.com/KudzuKillerspod,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea1f0>,Texas,United States
956,1089211926167633920,MicsAndMonsters,Microphones & Monsters,,2019-01-26T17:22:14+00:00,3678,3596,https://twitter.com/MicsAndMonsters,False,<geotext.geotext.GeoText object at 0x7f4bdc9eaeb0>,,
958,1268743361973891073,NicoleVoice,Nicole Tuttle-Robb,,2020-06-05T03:16:15+00:00,2526,2146,https://twitter.com/NicoleVoice,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea8b0>,,
959,1143851439913099264,GBMickeyWaffle,The Great British Mickey Waffle,United Kingdom,2019-06-26T12:00:09+00:00,781,824,https://twitter.com/GBMickeyWaffle,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea610>,,United Kingdom
977,1107040825039601664,encounter_party,Encounter Party! | Campaign 1 Available Now!,"New York, NY",2019-03-16T22:07:55+00:00,1851,3308,https://twitter.com/encounter_party,False,<geotext.geotext.GeoText object at 0x7f4bdc9eaf10>,New York,United States
978,1231331098359214081,MrNobodyPodcast,The Mr. Nobody Podcast,Nowhere ,2020-02-22T21:33:31+00:00,1297,1042,https://twitter.com/MrNobodyPodcast,False,<geotext.geotext.GeoText object at 0x7f4bdc9eaa90>,,
979,1249016356042932230,SatMornPod,The Saturday Morning Podcast,Toon Town,2020-04-11T16:48:09+00:00,1776,3764,https://twitter.com/SatMornPod,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea820>,,
990,1551915367,PittsburghNerd,Pittsburgh Nerd Podcast,"Pittsburgh, Pa, USA",2013-06-28T01:13:17+00:00,9106,8347,https://twitter.com/PittsburghNerd,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea3a0>,Pittsburgh,United States
991,1273046952561848321,NTHuntPodcast,National Treasure Hunt,Heere at the Wall,2020-06-17T00:17:11+00:00,2417,2260,https://twitter.com/NTHuntPodcast,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea040>,,
992,432726699,WolfShepherdPod,The Wolf And The Shepherd Podcast,"Fort Worth, Texas",2011-12-09T18:18:54+00:00,538,280,https://twitter.com/WolfShepherdPod,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea1c0>,Fort WorthTexas,United States
998,818930667258003458,Centuries_Sound,Centuries of Sound,"Cambridge, England",2017-01-10T21:21:00+00:00,739,388,https://twitter.com/Centuries_Sound,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea190>,Cambridge,United Kingdom
1010,1027004158224867328,PodRealms,Little Realms Podcast,United States,2018-08-08T01:30:46+00:00,2120,1769,https://twitter.com/PodRealms,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea4c0>,,United States
1013,180845526,TedHudson_,Ted Hudson,"Hamilton, Ontario",2010-08-20T16:55:08+00:00,3657,4519,https://twitter.com/TedHudson_,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea5e0>,HamiltonOntario,Canada
1015,1314650867178631170,wwpcast,The Work With Purpose Podcast,,2020-10-09T19:36:26+00:00,28,48,https://twitter.com/wwpcast,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea580>,,
1032,1236001249696284672,GreenBenchStory,#ElderWisdom,Worldwide,2020-03-06T18:50:53+00:00,1055,3169,https://twitter.com/GreenBenchStory,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea760>,,
1043,1226365329145827328,indiedropin,Indie Drop-In | Feature your podcast,United States,2020-02-09T04:41:40+00:00,2719,3491,https://twitter.com/indiedropin,False,<geotext.geotext.GeoText object at 0x7f4bdc9ea910>,,United States
1047,492487840,justnascience,Just Na Science,"New York, NY",2012-02-14T19:42:23+00:00,502,274,https://twitter.com/justnascience,False,<geotext.geotext.GeoText object at 0x7f4bdc9eaac0>,New York,United States
1049,720730860,MichaelDooney_,Michael Dooney,"Berlin, Deutschland",2012-07-27T19:30:36+00:00,1264,995,https://twitter.com/MichaelDooney_,False,<geotext.geotext.GeoText object at 0x7f4bdc9eab50>,Berlin,Germany
1051,1044944247760261120,NooksCrannie,Nooks and Crannies Podcast,Canada,2018-09-26T13:38:17+00:00,1400,1200,https://twitter.com/NooksCrannie,False,<geotext.geotext.GeoText object at 0x7f4bdc9eab20>,,Canada
1053,912146365333037056,PendingPod,Ending Pending,,2017-09-25T02:46:55+00:00,305,442,https://twitter.com/PendingPod,False,<geotext.geotext.GeoText object at 0x7f4bdc9ead60>,,
1054,1248752784012447747,fdspodcast7,"Fat, Drunk and Stupid Podcast",Joplin MO,2020-04-10T23:20:47+00:00,5938,5193,https://twitter.com/fdspodcast7,False,<geotext.geotext.GeoText object at 0x7f4bdc9eaf70>,Joplin,United States
1057,26366164,neddonovan,Ned Donovan (He/Him),"Brooklyn, NY",2009-03-25T00:05:14+00:00,1114,974,https://twitter.com/neddonovan,False,<geotext.geotext.GeoText object at 0x7f4bdc9eacd0>,Brooklyn,United States
1086,708264423543058433,Hold_steadfast,Holding Steadfast,"Melbourne, Victoria",2016-03-11T12:12:52+00:00,263,248,https://twitter.com/Hold_steadfast,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9760>,MelbourneVictoria,
1090,66324444,Hayden_W,Hayden John Woodhead,"Vancouver, BC",2009-08-17T10:17:30+00:00,753,1776,https://twitter.com/Hayden_W,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9040>,Vancouver,
1091,1318553961742434305,fromacertainpo1,From a Certain Point of View podcast,"Vancouver, British Columbia",2020-10-20T14:06:06+00:00,46,69,https://twitter.com/fromacertainpo1,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9fd0>,Vancouver,Canada
1092,1204511615112093698,PodcastTENP,The Emperor's New Podcast,,2019-12-10T21:22:09+00:00,306,590,https://twitter.com/PodcastTENP,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9eb0>,,
1094,933763093,ScottKumka,Scott Kumka,Florida,2012-11-08T05:52:26+00:00,953,1095,https://twitter.com/ScottKumka,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9d60>,Florida,United States
1101,1000014134795161600,ShockedApplaud,😱Shocked & Applaud👏🏽,"Federal Way, WA",2018-05-25T14:02:03+00:00,1469,1309,https://twitter.com/ShockedApplaud,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9af0>,Federal Way,United States
1103,1294654566944796672,channel_krt,Channel KRT Podcast,,2020-08-15T15:18:12+00:00,219,205,https://twitter.com/channel_krt,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9700>,,
1112,291458408,SchwarzJames,James Schwarz,"Tempe, Arizona",2011-05-02T01:58:21+00:00,322,333,https://twitter.com/SchwarzJames,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9550>,Tempe,United States
1114,1256975145895374849,definingdisney,Defining Disney Podcast,,2020-05-03T15:53:34+00:00,555,362,https://twitter.com/definingdisney,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9340>,,
1115,1000051189986177025,castjunkie,CastJunkie,"Washington, USA",2018-05-25T16:29:18+00:00,4075,257,https://twitter.com/castjunkie,False,<geotext.geotext.GeoText object at 0x7f4bdc9a90d0>,Washington,United States
1123,1282157851323109378,CallItLikeIDont,Call It Like I Dont See It Podcast,"Houston, TX",2020-07-12T03:41:03+00:00,154,172,https://twitter.com/CallItLikeIDont,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9250>,Houston,United States
1128,466704299,MikePetersonAL,MC Paperstacks ☭,Indianapolis,2012-01-17T18:07:08+00:00,1877,2052,https://twitter.com/MikePetersonAL,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9400>,Indianapolis,United States
1134,1120982370,ThiefCGT,Carlo 🇵🇷,"Dorado, Puerto Rico",2013-01-26T05:02:07+00:00,1025,2364,https://twitter.com/ThiefCGT,False,<geotext.geotext.GeoText object at 0x7f4bdc9a9670>,,United States
