date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-08-09 20:19:31,PersuadePod,PodRevDay,1,0,1,"Thank you for getting a place setup where reviews can be posted and shared!",,,,1292556132905607168,https://twitter.com/PersuadePod/status/1292556132905607168
2020-08-09 19:39:26,stephfuccio,podcast_junkies,1,0,1,"Ohhhh, hurrah. Harry @podcast_junkies , dare I suggest replying on @podchaser too? Nudge, nudge? Its a newer feature over there and pretty darn cool.",,@podcast_junkies @Podchaser,,1292546044975357953,https://twitter.com/stephfuccio/status/1292546044975357953
2020-08-09 19:35:04,podcast_junkies,stephfuccio,1,1,2,"Can't tell you just how much this made my day @stephfuccio, you're awesome!",,@stephfuccio,,1292544946537246720,https://twitter.com/podcast_junkies/status/1292544946537246720
2020-08-09 18:42:06,TinyVampiresPod,lifeslice3,0,2,4,"Raven hosts the show in English and @rmontane1 host the show in Spanish. Same content though.",,@rmontane1,,1292531617005580288,https://twitter.com/TinyVampiresPod/status/1292531617005580288
2020-08-09 17:32:54,lifeslice3,TinyVampiresPod,1,0,1,"Very cool! English for me, all the Spanish I remember is ""chale!"" and ""estoy pato"" (chile) do you produce the exact show twice or once and translate? Will check out @shrinkrapradio",,@shrinkrapradio,,1292514205128634370,https://twitter.com/lifeslice3/status/1292514205128634370
2020-08-09 17:28:13,TinyVampiresPod,lifeslice3,1,0,1,"Thanks for the shout out @PodRevDay. @lifeslice3 our show is about disease, science, and blood-sucking insects. (In English and Spanish). I would recommend @shrinkrapradio for all things mental health.",,@PodRevDay @lifeslice3 @shrinkrapradio,,1292513023148478466,https://twitter.com/TinyVampiresPod/status/1292513023148478466
2020-08-09 16:33:32,PodRevDay,TweetsAheadCast,0,0,0,"If you are going to hijack our #podrevday hashtag, at least recommend a few good Irish podcasts! Geesh! http://Www.podrevday.com",,,#podrevday,1292499262245396481,https://twitter.com/PodRevDay/status/1292499262245396481
2020-08-09 16:31:01,PodRevDay,Castbox_fm,0,0,1,"Me too but we need time to listen between review writing sessions, so once a month will have to suffice:)",,,,1292498628079226882,https://twitter.com/PodRevDay/status/1292498628079226882
2020-08-09 16:30:06,PodRevDay,,0,1,1,"@stephfuccio",,@stephfuccio,,1292498397665132546,https://twitter.com/PodRevDay/status/1292498397665132546
2020-08-09 15:33:22,PodRevDay,,1,0,3,"Thank you to everyone who particpated in #podrevday yesterday. There are more and more people joining us with the listener appreciation joy we are creating! And, we got some beginning traction on Insta too! Hurrah. (((Giant, safe podhug))) ",,,#podrevday,1292484122561183749,https://twitter.com/PodRevDay/status/1292484122561183749
2020-08-09 15:31:04,PodRevDay,,0,1,1,"Revised profile. Is it more clear that the podcast listener is doing all the work on #podrevday. In other words, Podcasters should NOT ask for reviews? Thanks for your feedback.",,,#podrevday,1292483541956202497,https://twitter.com/PodRevDay/status/1292483541956202497
2018-08-13 16:54:27,FarandWidecom,,2,4,38,"Here's how to avoid throngs of tourists at the world's most visited attractions.",,,,1029048550045310976,https://twitter.com/FarandWidecom/status/1029048550045310976
2020-08-09 15:25:02,Castbox_fm,,1,0,2,"We wish #PodRevDay could be every day...",,,#PodRevDay,1292482026650517505,https://twitter.com/Castbox_fm/status/1292482026650517505
2020-08-09 14:30:43,PodRevDay,TeenPeoplePod,0,0,1,"We welcome feedback on how to make it clearer.",,,,1292468355325136897,https://twitter.com/PodRevDay/status/1292468355325136897
2020-08-09 14:29:21,PodRevDay,JackieJacQuel,0,0,1,"Hurrah!",,,,1292468012390522881,https://twitter.com/PodRevDay/status/1292468012390522881
2020-08-09 13:58:16,JackieJacQuel,PodRevDay,1,0,1,"Oops, my bad. Time to review some podcasts then!",,,,1292460187337527297,https://twitter.com/JackieJacQuel/status/1292460187337527297
2020-08-09 13:29:13,MicsAndMonsters,,1,1,10,"I'm a bit late for #PodRevDay this is my first time though so you will forgive me right? I wanted to share my review for a new show that I started listening to recently @Wesuckpod",,@Wesuckpod,#PodRevDay,1292452878976720897,https://twitter.com/MicsAndMonsters/status/1292452878976720897
2020-08-09 12:36:59,TeenPeoplePod,PodRevDay,1,0,0,"Hi, first-time podcaster, first-time listener. It looks like multiple podcasters used the hashtag for this purpose yesterday. This distinction should be clearer, as it's not in your bio, or on your website. Thanks!",,,,1292439733063360512,https://twitter.com/TeenPeoplePod/status/1292439733063360512
2020-08-09 12:31:49,Planthropology_,,0,1,2,"One more (late) for #podrevday! I fell asleep and forgot to share this. It's an older one I wrote, but I think everyone should be listening to TWiV by @profvrr. I've learned a ton! Check out my review of This Week in Virology on @Podchaser",,@profvrr @Podchaser,#podrevday,1292438434947244032,https://twitter.com/Planthropology_/status/1292438434947244032
2020-08-09 12:29:09,DiceShame,PodRevDay,0,0,2,"iTunes is weird and doesn’t show it yet but I sxreenshotted the posting! @DimensionPod #podcast",,@DimensionPod,#podcast,1292437764089282560,https://twitter.com/DiceShame/status/1292437764089282560
2020-08-09 12:28:15,PodRevDay,beholdertonoone,0,0,1,"Got it, thanks:)",,,,1292437537307463680,https://twitter.com/PodRevDay/status/1292437537307463680
2020-08-09 12:25:08,PodRevDay,OracleofDusk,0,0,2,"",,,,1292436752418910211,https://twitter.com/PodRevDay/status/1292436752418910211
2020-08-09 12:24:16,PodRevDay,PublicNoticeLLC,0,0,1,"Be sure to leave a screenshot or link to the review to give them the attention they deserve:)",,,,1292436534717808641,https://twitter.com/PodRevDay/status/1292436534717808641
2020-08-09 12:23:30,PodRevDay,LizWilcox79,0,0,1,"True, true. I just didnt want anyone to think this was a theme for the month. I am in awe with people that can write multiple reviews in 1 day.",,,,1292436338868924419,https://twitter.com/PodRevDay/status/1292436338868924419
2020-08-09 12:21:05,PodRevDay,DiceShame,1,0,2,":) Be sure to leave a screenshot of the review to give them all the attention they deserve!",,,,1292435730619412480,https://twitter.com/PodRevDay/status/1292435730619412480
2020-08-09 12:19:27,PodRevDay,FitVeritas,0,0,1,"Agreed!",,,,1292435322312298499,https://twitter.com/PodRevDay/status/1292435322312298499
2020-08-09 12:19:15,PodRevDay,TeenPeoplePod,1,0,0,"hiya, FYI, #podrevday is a day to give podcast reviews, NOT ask for one. http://www.podrevday.com. We would greatly appreciate it if you would use #podrevday for this purpose only. super thanks.",,,#podrevday #podrevday,1292435271292723202,https://twitter.com/PodRevDay/status/1292435271292723202
2020-08-09 12:17:51,beholdertonoone,PodRevDay,1,0,3,"Yeah, I did when I posted them, didn't want to just bombard with the same reviews again :)",,,,1292434918191104000,https://twitter.com/beholdertonoone/status/1292434918191104000
2020-08-09 12:17:47,PodRevDay,lifeslice3,0,0,1,"bugs: @TinyVampiresPod",,@TinyVampiresPod,,1292434903339065344,https://twitter.com/PodRevDay/status/1292434903339065344
2020-08-09 12:17:00,PodRevDay,TheWildLifepod,0,0,0,"https://twitter.com/PodRevDay/status/1292119959909339136 thanks for understanding",,,,1292434703547596806,https://twitter.com/PodRevDay/status/1292434703547596806
2020-08-09 12:16:31,PodRevDay,AnnCSloan,0,0,0,"lol, love it!",,,,1292434582193700865,https://twitter.com/PodRevDay/status/1292434582193700865
2020-08-09 12:15:45,PodRevDay,beholdertonoone,1,0,3,"Woot woot! To give these hardworking Podcasters their proper attention during #PodRevDay, leave a link or screenshot of the review. You can scan the #podrevday tag to see many examples of how folks are doing this. Thanks",,,#PodRevDay #podrevday,1292434390073643010,https://twitter.com/PodRevDay/status/1292434390073643010
2020-07-22 16:38:32,BiobridgesH2020,,0,0,3,"Biobridges braucht Ihre Antworten. Nehmen Sie an der Umfrage teil: “Erfassung des Verbraucherbewusstseins für biobasierte Produkte” Bis Oktober.",,,,1285977538955808768,https://twitter.com/BiobridgesH2020/status/1285977538955808768
2020-08-09 12:12:39,PodRevDay,PersuadePod,1,0,3,"Never too late, thanks for all you did with these reviews @PersuadePod !",,@PersuadePod,,1292433611895996418,https://twitter.com/PodRevDay/status/1292433611895996418
2020-08-09 12:11:19,PodRevDay,JackieJacQuel,1,0,1,"Nope, not true at all @JackieJacQuel #PodRevDay is day to GIVE reviews, not ask for them. Looking forward to your future reviews.",,@JackieJacQuel,#PodRevDay,1292433273885528066,https://twitter.com/PodRevDay/status/1292433273885528066
2020-08-09 12:09:41,PodRevDay,TweetsAheadCast,0,0,0,"hiya, FYI for the next #podrevday, it is a day of giving podcast reviews, not asking for them. http://www.podrevday.com thanks",,,#podrevday,1292432864622125056,https://twitter.com/PodRevDay/status/1292432864622125056
2020-08-09 10:32:30,RussophilesU,FitVeritas,0,1,2,"#PodRevDay is such a great initiative, isn't it?!",,,#PodRevDay,1292408404594561024,https://twitter.com/RussophilesU/status/1292408404594561024
2020-08-09 04:00:45,PersuadePod,,0,1,5,"You all know i'm quite the nerd (seriously if you didn't, i'm not sure what to show you) & if we're going to talk about one of my favorite nerdy podcasts, @superbiopodcast is it (@SCampbellstaton @ArienTBOSP #PodRevDay #marvel #disney #DC @Podchaser)",,@superbiopodcast @SCampbellstaton @ArienTBOSP @Podchaser,#PodRevDay #marvel #disney #DC,1292309818666082305,https://twitter.com/PersuadePod/status/1292309818666082305
2020-08-09 03:59:41,JackieJacQuel,,1,0,0,"I was so busy writing today that I missed #PodRevDay :-( But it is never too late to beg for reviews! I feel like every day is PodRevDay, so please if you see this, listen to http://bldgevelyn.com/listen and review us on @Podchaser or @ApplePodcasts! #prettyplease :-D",,@Podchaser @ApplePodcasts,#PodRevDay #prettyplease,1292309548678680579,https://twitter.com/JackieJacQuel/status/1292309548678680579
2020-08-09 03:47:38,PersuadePod,,0,3,5,"I don't need to say more than I already have about this podcast. But if you want to take a stroll down memory lane, or just listen to a wonderful man read you fantastic stories, here you go @levarburton reads (@podchaser #PodRevDay #podcasts #Wonderful)",,@levarburton @Podchaser,#PodRevDay #podcasts #Wonderful,1292306520290594816,https://twitter.com/PersuadePod/status/1292306520290594816
2020-08-09 03:24:50,PersuadePod,,0,1,2,"If you’ll notice a theme with every review written thus far, Black Lives Matter. Every one of these reviews is to highlight with my very small platform the dope creators of color that I know/know of #podrevday #BLM #trending #highlight #spotlight #SpeakUp #SpeakingOut",,,#podrevday #BLM #trending #highlight #spotlight #SpeakUp #SpeakingOut,1292300780968583168,https://twitter.com/PersuadePod/status/1292300780968583168
2020-08-09 03:19:09,Planthropology_,,0,2,4,"#PodRevDay number 5, this time featuring my buddy Stephen from @PersuadePod. Maybe one more tonight then I'll stop spamming your feeds! Check out my review of Persuade You on @Podchaser",,@PersuadePod @Podchaser,#PodRevDay,1292299350727634949,https://twitter.com/Planthropology_/status/1292299350727634949
2020-08-09 03:18:08,PersuadePod,,0,2,5,"Let's keep the #PodRevDay train going with a very specific episode of @KindaFunnyVids Games Daily. This one has @ZombaeKillz on and if you want a quick intro to her content, look no further than this (@Podchaser @BlessingJr #podcasts #KFGD #kindafunny)",,@KindaFunnyVids @ZombaeKillz @Podchaser @BlessingJr,#PodRevDay #podcasts #KFGD #kindafunny,1292299096347353090,https://twitter.com/PersuadePod/status/1292299096347353090
2020-08-09 03:09:39,PersuadePod,,2,1,3,"Speaking of @vicious696 in the last review, it's only natural that the next review written up was about yet another show he guested on which was @SpawnOnMe (@podchaser @Kahjahkins #PodRevDay #podcasts #creators #recomendations)",,@vicious696 @SpawnOnMe @Podchaser @Kahjahkins,#PodRevDay #podcasts #creators #recomendations,1292296958472839168,https://twitter.com/PersuadePod/status/1292296958472839168
2020-08-09 03:01:29,PersuadePod,,0,1,4,"Second up on the plate for #PodRevDay is the @FireteamChat podcast. Keeps me sane with coming out every Friday and is a wonderfully produced show. The intro music alone is *chefs kiss* wonderful (@podchaser @IGN @vicious696 on the latest episode too)",,@FireteamChat @Podchaser @IGN @vicious696,#PodRevDay,1292294903301537792,https://twitter.com/PersuadePod/status/1292294903301537792
2020-08-09 02:52:08,PersuadePod,,1,5,7,"Boom, the first to crank out goes out to @Planthropology_ which was fairly easy to write up and nothing NEWLY Dr. Baliga doesn’t already know (@Podchaser #PodRevDay #reviews #educational #podcastshow #podcasters #podcaster #podcast #recommendations)",,@Planthropology_ @Podchaser,#PodRevDay #reviews #educational #podcastshow #podcasters #podcaster #podcast #recommendations,1292292551282745345,https://twitter.com/PersuadePod/status/1292292551282745345
2020-08-09 02:47:16,PersuadePod,,3,2,11,"Little late to the #PodRevDay but lets get some reviews cranked out for @podchaser and all the podcasters i'm about to tag in future posts",,@Podchaser,#PodRevDay,1292291327351296000,https://twitter.com/PersuadePod/status/1292291327351296000
2020-08-09 02:33:27,beholdertonoone,,4,11,23,"I have reviewed them all already but for #PodRevDay I would highly recommend the following #dnd or #ttrpg #actualplays @ChosenOnesDnD @BirdhouseMyst @RerollCast @4NaaD_Podcast @Wesuckpod @TalesofAsperran @CheckNature @damn_dice @delagardin @firstwatchshow @thelasttapestry",,@ChosenOnesDnD @BirdhouseMyst @RerollCast @4NaaD_Podcast @Wesuckpod @TalesofAsperran @CheckNature @damn_dice @delagardin @firstwatchshow @thelasttapestry,#PodRevDay #dnd #ttrpg #actualplays,1292287850210373639,https://twitter.com/beholdertonoone/status/1292287850210373639
2020-08-09 02:14:19,SchwarzJames,,1,5,9,"Speaking of podcasts I listen to that you also should.... @MicsAndMonsters Is everything I always wanted in a clthulhu mythos podcast....meaning DnD rules that I already know and a custom fantasy setting. It's dope. Happy #podrevday ",,@MicsAndMonsters,#podrevday,1292283032515145728,https://twitter.com/SchwarzJames/status/1292283032515145728
2020-08-09 02:09:37,LizWilcox79,,1,3,11,"Check out my @Podchaser review of @StFleurPod! I'm really enjoying this #UrbanShadows #actualplay so far, and definitely recommend it. #PodRevDay ",,@Podchaser @StFleurPod,#UrbanShadows #actualplay #PodRevDay,1292281853236277248,https://twitter.com/LizWilcox79/status/1292281853236277248
2020-08-09 02:05:21,SchwarzJames,,1,6,10,"I have a new favorite #pathfinder podcast. It's also #podrevday Y'all need to check them out. They are marvelous story tellers and great people to interact with! ",,,#pathfinder #podrevday,1292280778521317376,https://twitter.com/SchwarzJames/status/1292280778521317376
2020-08-09 01:46:06,AnnCSloan,,1,0,2,"I was today years old when I realized that #PodRevDay was a monthly thing-y. I thought the years were just flying by. #podcasting #audiodrama",,,#PodRevDay #podcasting #audiodrama,1292275932699402241,https://twitter.com/AnnCSloan/status/1292275932699402241
2020-08-09 01:36:45,TheWildLifepod,,1,0,2,"Wait, it’s #PodRevDay????",,,#PodRevDay,1292273580810670081,https://twitter.com/TheWildLifepod/status/1292273580810670081
2018-08-16 04:00:39,FarandWidecom,,3,8,47,"The most visited tourist attractions in the world might surprise you.",,,,1029940978495287296,https://twitter.com/FarandWidecom/status/1029940978495287296
2020-08-09 01:31:30,Planthropology_,,0,4,7,"I don't know how I haven't reviewed this show before today but #podrevday review 4 is of @JusttheZooofUs! I missed last month so I'm catching up on reviews this month. Check out my review of Just the Zoo of Us on @Podchaser",,@JusttheZooofUs @Podchaser,#podrevday,1292272257822269442,https://twitter.com/Planthropology_/status/1292272257822269442
2020-08-09 00:55:49,lifeslice3,,2,0,2,"That's it for this #PodRevDay just realized I used the wrong tag the reviews haha Just realized I haven't been finding any new shows lately, any #PodcastRecommendations recommendations for mental health information? or bugs? like insects and spiders and stuff?",,,#PodRevDay #PodcastRecommendations,1292263277934850048,https://twitter.com/lifeslice3/status/1292263277934850048
2020-08-09 00:17:14,TeenPeoplePod,,1,0,0,"I spoke with Pittsburgh-based artist Atiya Jones for Episode 3 of #TeenPeoplePodcast. Atiya has a belly-deep laugh, and oodles of self-confidence. She is also the queen of one-liners! Have a listen (and review!): https://soundcloud.com/teenpeoplepod/teen-people-episode-3-atiya-jones #PodRevDay #podcast #podcasts #NewPodcast",,,#TeenPeoplePodcast #PodRevDay #podcast #podcasts #NewPodcast,1292253568418840576,https://twitter.com/TeenPeoplePod/status/1292253568418840576
2020-08-08 23:55:01,FitVeritas,,2,1,6,"I don't know about anyone else, but it's been an extremely fun day getting to discover new podcasts and share some love to such amazing creators. Keep up the hard work and know that someones ears are waiting to be inspired by what you do. #PodRevDay",,,#PodRevDay,1292247977571028992,https://twitter.com/FitVeritas/status/1292247977571028992
2020-08-08 23:53:46,RollingwVinny,,0,3,5,"Check out Vincent's review of Encounter Party! on @Podchaser https://www.podchaser.com/podcasts/encounter-party-823100/reviews/36561 #PodRevDay",,@Podchaser,#PodRevDay,1292247662100713472,https://twitter.com/RollingwVinny/status/1292247662100713472
2020-08-08 23:21:21,goodpatron,,0,1,0,"Dig the Good Patron podcast? Feel like leaving a review somewhere for #PodRevDay? Go ahead- I’m not going to stop you :) ",,,#PodRevDay,1292239507765395456,https://twitter.com/goodpatron/status/1292239507765395456
2020-08-08 23:11:14,musciguy,,1,3,5,"Check out my review of Instrumental with JJ Heller (@jjheller) on @Podchaser https://www.podchaser.com/podcasts/instrumental-with-jj-heller-1190789/reviews/36608 for #PodRevDay!",,@jjheller @Podchaser,#PodRevDay,1292236959193026560,https://twitter.com/musciguy/status/1292236959193026560
2020-08-08 22:59:05,musciguy,,0,2,1,"Check out my review of New Media Show (@NMSPodcast) with @GeekNews &amp; @robgreenlee on @Podchaser https://www.podchaser.com/podcasts/new-media-show-124388/reviews/36607 for #PodRevDay!",,@NMSPodcast @GeekNews @robgreenlee @Podchaser,#PodRevDay,1292233901918715904,https://twitter.com/musciguy/status/1292233901918715904
2020-08-08 22:52:40,DoYouWantToCont,PodRevDay,1,0,1,"Wow, thank you!",,,,1292232289259143169,https://twitter.com/DoYouWantToCont/status/1292232289259143169
2020-08-08 22:50:29,musciguy,,0,1,3,"Check out my review of The Cathedral Music Podcast @cathedral_music on @Podchaser https://www.podchaser.com/podcasts/the-cathedral-music-podcast-1368890/reviews/36606 for #PodRevDay.",,@cathedral_music @Podchaser,#PodRevDay,1292231736818937856,https://twitter.com/musciguy/status/1292231736818937856
2020-08-08 22:49:02,Planthropology_,,1,4,15,"#PodRevDay review 3 went to one of my all-time favorites, @Ologies! Check out my review of Ologies with Alie Ward on @Podchaser",,@Ologies @Podchaser,#PodRevDay,1292231373378465797,https://twitter.com/Planthropology_/status/1292231373378465797
2020-08-08 22:37:06,musciguy,,0,3,4,"Check out my review of Uncle Johnny &amp; The Professor @unclexprofessor (with @johnwellstonic &amp; @ambassador215) on @Podchaser https://www.podchaser.com/podcasts/uncle-johnny-the-professor-911117/reviews/36603 for #PodRevDay.",,@unclexprofessor @johnwellstonic @ambassador215 @Podchaser,#PodRevDay,1292228370059505666,https://twitter.com/musciguy/status/1292228370059505666
2020-08-08 22:30:10,musciguy,,0,1,1,"Check out my review of iNoahGuy Podcast w/ @cnhardwick on @Podchaser https://www.podchaser.com/podcasts/inoahguy-podcast-913315/reviews/36602 for #PodRevDay. Feeling nostalgic...",,@cnhardwick @Podchaser,#PodRevDay,1292226623547138048,https://twitter.com/musciguy/status/1292226623547138048
2020-08-08 22:28:30,DiceShame,DimensionPod,2,0,4,"Just gave my 5 star review of dimension door on iTunes! Everyone should do their part too! #PodRevDay",,,#PodRevDay,1292226207342383107,https://twitter.com/DiceShame/status/1292226207342383107
2020-08-08 22:22:54,musciguy,,0,1,2,"Check out my review of Rock 'n a Hard Place Podcast (@RNAHPpodcast) w/ @ckuhner &amp; @RevRadioPaul on @Podchaser https://www.podchaser.com/podcasts/rock-n-a-hard-place-podcast-169393/reviews/36600 for #PodRevDay. Feeling nostalgic...",,@RNAHPpodcast @ckuhner @RevRadioPaul @Podchaser,#PodRevDay,1292224797594865665,https://twitter.com/musciguy/status/1292224797594865665
2020-08-08 22:16:21,LizWilcox79,,0,3,8,"I'm four episodes in, loving it, and happy to share a #PodRevDay review for @H_i_P_Podcast! Heroes in Progress is great fun so far. Check out my review on @Podchaser! (Which I'm also putting on Apple/iTunes)",,@H_i_P_Podcast @Podchaser,#PodRevDay,1292223148998291457,https://twitter.com/LizWilcox79/status/1292223148998291457
2020-08-08 22:10:55,musciguy,,0,1,2,"Check out my review of The Good Life Podcast w/ @LastDisciples on @Podchaser https://www.podchaser.com/podcasts/the-good-life-podcast-110301/reviews/36598 for #PodRevDay. Feeling nostalgic...",,@LastDisciples @Podchaser,#PodRevDay,1292221781277700096,https://twitter.com/musciguy/status/1292221781277700096
2020-08-08 22:08:55,themenasaur,,2,3,6,"Check out my review of @DimensionPod's Episode 1: Harrow and Goodbye on @Podchaser #PodRevDay ",,@DimensionPod @Podchaser,#PodRevDay,1292221277122560008,https://twitter.com/themenasaur/status/1292221277122560008
2020-08-08 22:03:20,musciguy,,0,1,2,"Check out my review of Jumping Monkeys (Audio) w/ @meganmorrone on @Podchaser https://www.podchaser.com/podcasts/jumping-monkeys-audio-162022/reviews/36595 for #PodRevDay. Feeling nostalgic...",,@meganmorrone @Podchaser,#PodRevDay,1292219873905451009,https://twitter.com/musciguy/status/1292219873905451009
2020-08-08 21:58:36,musciguy,,1,3,6,"Check out my review of net@night (Audio) w/ @ambermac on @Podchaser https://www.podchaser.com/podcasts/net-at-night-audio-185114/reviews/36594 for #PodRevDay. Feeling nostalgic...",,@ambermac @Podchaser,#PodRevDay,1292218683176099840,https://twitter.com/musciguy/status/1292218683176099840
2018-11-15 01:30:40,FarandWidecom,,23,27,157,"How many of these have you ever been to?",,,,1062880531690381312,https://twitter.com/FarandWidecom/status/1062880531690381312
2020-08-08 21:53:54,Planthropology_,,0,5,10,"#PodRevDay review number 2 goes to @relativitypod, which is a triumph in audio fiction. Check out my review of RELATIVITY on @Podchaser",,@relativitypod @Podchaser,#PodRevDay,1292217499191332866,https://twitter.com/Planthropology_/status/1292217499191332866
2020-08-08 21:43:16,themenasaur,guendalinacilli,0,0,1,"Oh man, SPINES! Loved that show when it was airing, especially their final season! Super strong writing.",,,,1292214820608106497,https://twitter.com/themenasaur/status/1292214820608106497
2020-08-08 21:34:45,girlmeetsnerd,Natural1Podcast,1,0,4,"Oh my gosh thank you @Natural1Podcast for this very kind review for #PodRevDay! ",,@Natural1Podcast,#PodRevDay,1292212678140755968,https://twitter.com/girlmeetsnerd/status/1292212678140755968
2020-08-08 21:20:29,ChosenOnesDnD,,1,3,16,"Left a review for @beholdertonoone for #PodRevDay! Seriously, go check them out! ",,@beholdertonoone,#PodRevDay,1292209089267761152,https://twitter.com/ChosenOnesDnD/status/1292209089267761152
2020-08-08 21:17:09,guendalinacilli,,0,1,1,"Check out my review of TENDRIL: The Banshee Chronicles on @Podchaser https://www.podchaser.com/podcasts/tendril-the-banshee-chronicles-818130/reviews/36589 #PodRevDay @TendrilPodcast",,@Podchaser @TendrilPodcast,#PodRevDay,1292208251946389506,https://twitter.com/guendalinacilli/status/1292208251946389506
2020-08-08 21:13:08,guendalinacilli,,1,5,7,"Check out my review of Marsfall on @Podchaser https://www.podchaser.com/podcasts/marsfall-548644/reviews/36588 #PodRevDay @marsfallpod",,@Podchaser @marsfallpod,#PodRevDay,1292207240045305856,https://twitter.com/guendalinacilli/status/1292207240045305856
2020-08-08 21:10:53,guendalinacilli,,1,3,6,"Check out my review of SPINES Podcast on @Podchaser https://www.podchaser.com/podcasts/spines-podcast-221580/reviews/36587 Alright, let's get down to business for #PodRevDay @spinespodcast",,@Podchaser @spinespodcast,#PodRevDay,1292206674648997893,https://twitter.com/guendalinacilli/status/1292206674648997893
2020-08-08 20:51:27,Planthropology_,,0,4,10,"Listen up, fellow space monkeys. Go do some podcast reviewing for #PodRevDay! I started off with a review of @Oz9podcast. More to come soon! Check out my review of Oz 9 on @Podchaser",,@Oz9podcast @Podchaser,#PodRevDay,1292201781611696128,https://twitter.com/Planthropology_/status/1292201781611696128
2020-08-08 20:39:57,LizWilcox79,stephfuccio,1,0,1,"Whatever pace of podcasting (whether creating, listening, or reviewing) brings you more joy than it does anxiety is the best pace for you! 8 is definitely a *lot* (especially if you're listening to multiple episodes of each podcast!)",,,,1292198889781522432,https://twitter.com/LizWilcox79/status/1292198889781522432
2020-08-08 20:35:06,DiffWorldPod,FitVeritas,0,0,1,"Great idea! #PodRevDay ",,,#PodRevDay,1292197669591556102,https://twitter.com/DiffWorldPod/status/1292197669591556102
2020-08-08 20:32:55,ElainesCooking,,0,1,1,"It's #PodRevDay! Have I listened to/reviewed your podcast yet? Drop a food emoji/gif below and I'll review as many as I can today! --AS",,,#PodRevDay,1292197116807241728,https://twitter.com/ElainesCooking/status/1292197116807241728
2020-08-08 20:30:49,Oz9podcast,,1,2,23,"Ah, yes, 'tis the 8th and therefore #PodRevDay! Hit up iTunes or @Podchaser or wherever else one does such things and throw a review on the pods you love. Thank you!",,@Podchaser,#PodRevDay,1292196589633585153,https://twitter.com/Oz9podcast/status/1292196589633585153
2020-08-08 20:27:19,arithisandthat,,0,2,7,"I’ll give a podcast related prize to any one person using the #PodRevDay hashtag who (post screenshots of their) reviews the most podcasts by midnight tonight eastern time! Let’s review!",,,#PodRevDay,1292195709043834881,https://twitter.com/arithisandthat/status/1292195709043834881
